"human_gene_id"	"mouse_gene_id"	"human_symbol"	"mouse_symbol"	"orthology_source"
"ENSG00000251719"	"ENSMUSG00000088167"	"RNU6-408P"	"Gm23535"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000204977"	"ENSMUSG00000035235"	"TRIM13"	"Trim13"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000136161"	"ENSMUSG00000022106"	"RCBTB2"	"Rcbtb2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000125903"	"ENSMUSG00000074681"	"DEFB129"	"Defb23"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000178591"	"ENSMUSG00000074680"	"DEFB125"	"Defb26"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000173404"	"ENSMUSG00000068154"	"INSM1"	"Insm1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000185982"	"ENSMUSG00000049560"	"DEFB128"	"Defb20"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000102837"	"ENSMUSG00000022026"	"OLFM4"	"Olfm4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000188243"	"ENSMUSG00000075486"	"COMMD6"	"Commd6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000215397"	"ENSMUSG00000060257"	"SCRT2"	"Scrt2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000215547"	"ENSMUSG00000074679"	"DEFB115"	"Defb28"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000134765"	"ENSMUSG00000044322"	"DSC1"	"Dsc1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000124089"	"ENSMUSG00000038537"	"MC3R"	"Mc3r"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000172915"	"ENSMUSG00000027799"	"NBEA"	"Nbea"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000207797"	"ENSMUSG00000065532"	"MIR187"	"Mir187"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000132631"	"ENSMUSG00000027431"	"SCP2D1"	"Scp2d1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000125533"	"ENSMUSG00000045493"	"BHLHE23"	"Bhlhe23"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000200231"	"ENSMUSG00000064565"	"RNU1-23P"	"Gm24145"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000075673"	"ENSMUSG00000022229"	"ATP12A"	"Atp12a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000207158"	"ENSMUSG00000065192"	"RNU6-929P"	"Gm23460"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000199017"	"ENSMUSG00000070144"	"MIR1-1"	"Mir1a-1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000284508"	"ENSMUSG00000065460"	"MIR133A2"	"Mir133a-2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000154832"	"ENSMUSG00000024560"	"CXXC1"	"Cxxc1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000253309"	"ENSMUSG00000091155"	"SERPINE3"	"Serpine3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000276859"	"ENSMUSG00002076469"	""	"Gm56457"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000274491"	"ENSMUSG00002076297"	""	"Gm56458"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000198542"	"ENSMUSG00000032925"	"ITGBL1"	"Itgbl1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000124196"	"ENSMUSG00000070708"	"GTSF1L"	"Gtsf1l"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000125879"	"ENSMUSG00000027416"	"OTOR"	"Otor"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000101074"	"ENSMUSG00000078949"	"R3HDML"	"R3hdml"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000207598"	"ENSMUSG00000065454"	"MIR124-3"	"Mir124a-3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000260903"	"ENSMUSG00000042631"	"XKR7"	"Xkr7"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000125998"	"ENSMUSG00000074647"	"FAM83C"	"Fam83c"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000101200"	"ENSMUSG00000037727"	"AVP"	"Avp"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000179772"	"ENSMUSG00000074676"	"FOXS1"	"Foxs1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000212232"	"ENSMUSG00000077714"	"SNORD17"	"Snord17"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000149609"	"ENSMUSG00000038523"	"C20orf144"	"1700003F12Rik"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000171864"	"ENSMUSG00000027338"	"PRND"	"Prnd"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000136155"	"ENSMUSG00000022123"	"SCEL"	"Scel"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000204103"	"ENSMUSG00000074622"	"MAFB"	"Mafb"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000101446"	"ENSMUSG00000074596"	"SPINT3"	"Spint3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000199024"	"ENSMUSG00000065563"	"MIR103A2"	"Mir103-2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000247315"	"ENSMUSG00000074682"	"ZCCHC3"	"Zcchc3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000209042"	"ENSMUSG00000077515"	"SNORD12C"	"Gm25878"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000212304"	"ENSMUSG00000077698"	"SNORD12"	"Snord12"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000124217"	"ENSMUSG00000074576"	"MOCS3"	"Mocs3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000177732"	"ENSMUSG00000051817"	"SOX12"	"Sox12"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000168634"	"ENSMUSG00000067704"	"WFDC13"	"Wfdc13"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000149651"	"ENSMUSG00000017310"	"SPINT4"	"Spint4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000124203"	"ENSMUSG00000050600"	"ZNF831"	"Zfp831"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000288649"	"ENSMUSG00000078129"	"ACTL10"	"Actl10"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000125823"	"ENSMUSG00000055177"	"CSTL1"	"Cstl1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000149635"	"ENSMUSG00000027670"	"OCSTAMP"	"Ocstamp"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000124091"	"ENSMUSG00000074569"	"GCNT7"	"Gcnt7"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000274309"	"ENSMUSG00000065840"	"SNORA71E"	"Gm25187"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000199266"	"ENSMUSG00000064585"	"SNORA60"	"Gm25129"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000130699"	"ENSMUSG00000039117"	"TAF4"	"Taf4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000215595"	"ENSMUSG00000087035"	"C20orf202"	"Tmem74bos"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000124227"	"ENSMUSG00000027517"	"ANKRD60"	"Ankrd60"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000186191"	"ENSMUSG00000074665"	"BPIFB4"	"Bpifb4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000131050"	"ENSMUSG00000042459"	"BPIFA2"	"Bpifa2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000186190"	"ENSMUSG00000068008"	"BPIFB3"	"Bpifb3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000100346"	"ENSMUSG00000022416"	"CACNA1I"	"Cacna1i"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000152217"	"ENSMUSG00000024548"	"SETBP1"	"Setbp1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000168703"	"ENSMUSG00000042845"	"WFDC12"	"Wfdc12"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000215545"	"ENSMUSG00000044249"	"DEFB116"	"Defb29"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000177150"	"ENSMUSG00000038121"	"FAM210A"	"Fam210a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000131068"	"ENSMUSG00000056544"	"DEFB118"	"Defb21"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000132671"	"ENSMUSG00000037014"	"SSTR4"	"Sstr4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000178726"	"ENSMUSG00000074743"	"THBD"	"Thbd"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000183260"	"ENSMUSG00000055882"	"ABHD16B"	"Abhd16b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000074695"	"ENSMUSG00000041891"	"LMAN1"	"Lman1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000176177"	"ENSMUSG00000050439"	"ENTHD1"	"Enthd1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000130943"	"ENSMUSG00000052496"	"PKDREJ"	"Pkdrej"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000200443"	"ENSMUSG00000064818"	"RNU6-1066P"	"Gm22359"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000209482"	"ENSMUSG00002075255"	"SNORD83A"	"Gm55357"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000209480"	"ENSMUSG00000077734"	"SNORD83B"	"Snord83b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000177324"	"ENSMUSG00000108981"	"BEND2"	"Bend2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000185915"	"ENSMUSG00000047485"	"KLHL34"	"Klhl34"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000101752"	"ENSMUSG00000024294"	"MIB1"	"Mib1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000177692"	"ENSMUSG00000039763"	"DNAJC28"	"Dnajc28"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000169906"	"ENSMUSG00000040808"	"S100G"	"S100g"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000187516"	"ENSMUSG00000040456"	"H2AP"	"H2ap"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000185808"	"ENSMUSG00000022940"	"PIGP"	"Pigp"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000132825"	"ENSMUSG00000049999"	"PPP1R3D"	"Ppp1r3d"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000102313"	"ENSMUSG00000087149"	"ITIH6"	"Itih6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000168502"	"ENSMUSG00000052105"	"MTCL1"	"Mtcl1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000125817"	"ENSMUSG00000068267"	"CENPB"	"Cenpb"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000147081"	"ENSMUSG00000050089"	"AKAP4"	"Akap4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000281295"	"ENSMUSG00002075132"	""	"Gm55812"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000189299"	"ENSMUSG00000071665"	"FOXR2"	"Foxr2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000187601"	"ENSMUSG00000047238"	"MAGEH1"	"Mageh1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000101493"	"ENSMUSG00000058881"	"ZNF516"	"Zfp516"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000208023"	"ENSMUSG00000065464"	"MIR185"	"Mir185"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000284140"	"ENSMUSG00000093246"	"MIR3618"	"Mir3618"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000284464"	"ENSMUSG00000080452"	"MIR1306"	"Mir1306"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000134443"	"ENSMUSG00000024517"	"GRP"	"Grp"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000207932"	"ENSMUSG00000065465"	"MIR33A"	"Mir33"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000160202"	"ENSMUSG00000024041"	"CRYAA"	"Cryaa"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000174448"	"ENSMUSG00000079608"	"STARD6"	"Stard6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000212102"	"ENSMUSG00000076288"	"MIR301B"	"Mir301b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000215529"	"ENSMUSG00000044083"	"EFCAB8"	"Efcab8"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000142185"	"ENSMUSG00000009292"	"TRPM2"	"Trpm2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000198795"	"ENSMUSG00000024420"	"ZNF521"	"Zfp521"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000198934"	"ENSMUSG00000031227"	"MAGEE1"	"Magee1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000239127"	"ENSMUSG00000088634"	"SNORD125"	"Gm24958"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000172216"	"ENSMUSG00000056501"	"CEBPB"	"Cebpb"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000293164"	"ENSMUSG00000074671"	""	"Tspyl3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000080986"	"ENSMUSG00000024056"	"NDC80"	"Ndc80"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000100003"	"ENSMUSG00000003585"	"SEC14L2"	"Sec14l2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000186675"	"ENSMUSG00000031224"	"MAGEE2"	"Magee2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000196767"	"ENSMUSG00000056854"	"POU3F4"	"Pou3f4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000102055"	"ENSMUSG00000121742"	"PPP1R2C"	""	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000186767"	"ENSMUSG00000071722"	"SPIN4"	"Spin4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000189401"	"ENSMUSG00000051582"	"OTUD6A"	"Otud6a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000222915"	"ENSMUSG00002075295"	"RNU6-564P"	"Gm55126"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000206203"	"ENSMUSG00000045521"	"TSSK2"	"Tssk2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000063515"	"ENSMUSG00000022738"	"GSC2"	"Gsc2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000206052"	"ENSMUSG00000073514"	"DOK6"	"Dok6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000184675"	"ENSMUSG00000050332"	"AMER1"	"Amer1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000160188"	"ENSMUSG00000024033"	"RSPH1"	"Rsph1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000160284"	"ENSMUSG00000009115"	"SPATC1L"	"Spatc1l"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000101489"	"ENSMUSG00000024268"	"CELF4"	"Celf4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000189060"	"ENSMUSG00000096210"	"H1-0"	"H1f0"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000102195"	"ENSMUSG00000056380"	"GPR50"	"Gpr50"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166049"	"ENSMUSG00000073130"	"PASD1"	"Pasd1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000160193"	"ENSMUSG00000024037"	"WDR4"	"Wdr4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000186310"	"ENSMUSG00000055733"	"NAP1L3"	"Nap1l3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000283990"	"ENSMUSG00000065608"	"MIRLET7A3"	"Mirlet7c-2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000202058"	"ENSMUSG00002076149"	"RN7SKP80"	"Gm55801"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000183307"	"ENSMUSG00000094626"	"TMEM121B"	"Tmem121b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000252978"	"ENSMUSG00002075558"	"RN7SKP183"	"Gm54481"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000206716"	"ENSMUSG00000064391"	"RNU6-133P"	"Gm23625"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000206983"	"ENSMUSG00000119442"	"RNU6-49P"	"Gm23966"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000252411"	"ENSMUSG00000089222"	"RNU6-1087P"	"Gm25049"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000207758"	"ENSMUSG00000070139"	"MIR532"	"Mir532"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000207768"	"ENSMUSG00000065398"	"MIR188"	"Mir188"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000211538"	"ENSMUSG00000076251"	"MIR501"	"Mir501"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000272080"	"ENSMUSG00000070108"	"MIR502"	"Mir500"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000284567"	"ENSMUSG00000076066"	"MIR223"	"Mir223"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000252016"	"ENSMUSG00000089034"	""	"Gm22156"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000199051"	"ENSMUSG00000065510"	"MIR361"	"Mir361"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000252810"	"ENSMUSG00002075853"	"RNU6-345P"	"Gm23579"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000212623"	"ENSMUSG00000089541"	"RNU6-493P"	"Gm25834"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000271907"	"ENSMUSG00000084421"	"SNORA35B"	"Gm25107"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000252163"	"ENSMUSG00002074906"	"RN7SKP31"	"Gm56047"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000207041"	"ENSMUSG00000119376"	"RNU6-3P"	"Gm23217"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000202199"	"ENSMUSG00000087894"	"RNU1-115P"	"Gm25280"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000222313"	"ENSMUSG00002076708"	"RN7SKP267"	"Gm56189"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000128285"	"ENSMUSG00000050164"	"MCHR1"	"Mchr1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000138892"	"ENSMUSG00000022388"	"TTLL8"	"Ttll8"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000184058"	"ENSMUSG00000009097"	"TBX1"	"Tbx1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000159086"	"ENSMUSG00000022974"	"PAXBP1"	"Paxbp1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000252491"	"ENSMUSG00000065881"	"RNU1-142P"	"Gm22866"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000169184"	"ENSMUSG00000070576"	"MN1"	"Mn1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000207220"	"ENSMUSG00000064432"	"RNU1-57P"	"Gm25587"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
